time,x,y,z,yaw,v_x,v_y,v_z
6.210000,2.707164,14.873497,0.000000,3.129318,3.854853,0.414662,0.000000
6.220000,2.668568,14.869824,0.000000,3.143542,3.889136,0.420121,0.000000
6.230000,2.629685,14.865547,0.000000,3.147627,3.863823,0.416343,0.000000
6.240000,2.591072,14.861151,0.000000,3.161865,3.898146,0.421822,0.000000
6.250000,2.552184,14.856143,0.000000,3.165975,3.872964,0.418056,0.000000
6.260000,2.513568,14.851020,0.000000,3.180227,3.907329,0.423555,0.000000
6.270000,2.474688,14.845278,0.000000,3.184364,3.882279,0.419800,0.000000
6.280000,2.436080,14.839424,0.000000,3.198629,3.916687,0.425320,0.000000
6.290000,2.397219,14.832945,0.000000,3.202792,3.891772,0.421577,0.000000
6.300000,2.358632,14.826357,0.000000,3.217072,3.926223,0.427118,0.000000
6.310000,2.319804,14.819137,0.000000,3.221262,3.901446,0.423388,0.000000
6.320000,2.281250,14.811812,0.000000,3.235556,3.935941,0.428950,0.000000
6.330000,2.242467,14.803848,0.000000,3.239775,3.911304,0.425231,0.000000
6.340000,2.203959,14.795782,0.000000,3.254083,3.945843,0.430816,0.000000
6.350000,2.165233,14.787072,0.000000,3.258330,3.921349,0.427109,0.000000
6.360000,2.126784,14.778263,0.000000,3.272653,3.955934,0.432716,0.000000
6.370000,2.088130,14.768803,0.000000,3.276929,3.931585,0.429022,0.000000
6.380000,2.049752,14.759247,0.000000,3.291267,3.966217,0.434652,0.000000
6.390000,2.011182,14.749035,0.000000,3.295572,3.942015,0.430971,0.000000
6.400000,1.972889,14.738730,0.000000,3.309926,3.976695,0.436623,0.000000
6.410000,1.934415,14.727763,0.000000,3.314261,3.952529,0.433030,0.000000
6.420000,1.896222,14.716707,0.000000,3.328631,3.987207,0.438608,0.000000
6.430000,1.857861,14.704983,0.000000,3.332994,3.963118,0.434991,0.000000
6.440000,1.819781,14.693173,0.000000,3.347384,3.997820,0.440499,0.000000
6.450000,1.781546,14.680692,0.000000,3.351776,3.973837,0.436941,0.000000
6.460000,1.743594,14.668128,0.000000,3.366180,4.008554,0.442477,0.000000
6.470000,1.705501,14.654887,0.000000,3.370604,3.984699,0.438993,0.000000
6.480000,1.667691,14.641566,0.000000,3.385022,4.019379,0.444491,0.000000
6.490000,1.629753,14.627564,0.000000,3.389476,3.995584,0.441059,0.000000
6.500000,1.592101,14.613485,0.000000,3.403912,4.030276,0.446503,0.000000
6.510000,1.554335,14.598721,0.000000,3.408396,4.006584,0.443084,0.000000
6.520000,1.516855,14.583884,0.000000,3.422849,4.041307,0.448513,0.000000
6.530000,1.479274,14.568358,0.000000,3.427364,4.017748,0.445144,0.000000
6.540000,1.441981,14.552761,0.000000,3.441832,4.052508,0.450609,0.000000
6.550000,1.404602,14.536471,0.000000,3.446381,4.029107,0.447271,0.000000
6.560000,1.367510,14.520113,0.000000,3.460865,4.063921,0.452773,0.000000
6.570000,1.330345,14.503059,0.000000,3.465446,4.040697,0.449424,0.000000
6.580000,1.293469,14.485940,0.000000,3.479948,4.075581,0.454956,0.000000
6.590000,1.256534,14.468120,0.000000,3.484563,4.052548,0.451605,0.000000
6.600000,1.219888,14.450239,0.000000,3.499082,4.087504,0.457192,0.000000
6.610000,1.183197,14.431653,0.000000,3.503731,4.064674,0.453853,0.000000
6.620000,1.146794,14.413008,0.000000,3.518267,4.099705,0.459507,0.000000
6.630000,1.110361,14.393656,0.000000,3.522953,4.077089,0.456160,0.000000
6.640000,1.074217,14.374247,0.000000,3.537506,4.112204,0.461875,0.000000
6.650000,1.038057,14.354127,0.000000,3.542229,4.089811,0.458510,0.000000
6.660000,1.002186,14.333955,0.000000,3.556801,4.125015,0.464288,0.000000
6.670000,0.966314,14.313067,0.000000,3.561561,4.102851,0.460916,0.000000
6.680000,0.930730,14.292130,0.000000,3.576151,4.138145,0.466771,0.000000
6.690000,0.895160,14.270474,0.000000,3.580950,4.116219,0.463393,0.000000
6.700000,0.859878,14.248771,0.000000,3.595559,4.151606,0.469325,0.000000
6.710000,0.824625,14.226347,0.000000,3.600398,4.129924,0.465930,0.000000
6.720000,0.789660,14.203879,0.000000,3.615027,4.165410,0.471936,0.000000
6.730000,0.754740,14.180687,0.000000,3.619907,4.143979,0.468523,0.000000
6.740000,0.720107,14.157453,0.000000,3.634555,4.179565,0.474610,0.000000
6.750000,0.685534,14.133493,0.000000,3.639477,4.158391,0.471186,0.000000
6.760000,0.651249,14.109494,0.000000,3.654146,4.194080,0.477359,0.000000
6.770000,0.617039,14.084766,0.000000,3.659111,4.173171,0.473920,0.000000
6.780000,0.583116,14.060002,0.000000,3.673801,4.208965,0.480179,0.000000
6.790000,0.549285,14.034506,0.000000,3.678810,4.188327,0.476720,0.000000
6.800000,0.515741,14.008977,0.000000,3.693521,4.224232,0.483065,0.000000
6.810000,0.482304,13.982715,0.000000,3.698575,4.203872,0.479588,0.000000
6.820000,0.449154,13.956421,0.000000,3.713309,4.239888,0.486027,0.000000
6.830000,0.416128,13.929392,0.000000,3.718410,4.219813,0.482533,0.000000
6.840000,0.383389,13.902335,0.000000,3.733165,4.255945,0.489068,0.000000
6.850000,0.350789,13.874541,0.000000,3.738315,4.236162,0.485554,0.000000
6.860000,0.318477,13.846720,0.000000,3.753093,4.272413,0.492184,0.000000
6.870000,0.286320,13.818163,0.000000,3.758292,4.252930,0.488648,0.000000
6.880000,0.254451,13.789580,0.000000,3.773094,4.289304,0.495380,0.000000
6.890000,0.222755,13.760259,0.000000,3.778343,4.270128,0.491822,0.000000
6.900000,0.191346,13.730915,0.000000,3.793169,4.306629,0.498660,0.000000
6.910000,0.160127,13.700833,0.000000,3.798470,4.287768,0.495080,0.000000
6.920000,0.129195,13.670729,0.000000,3.813321,4.324399,0.502027,0.000000
6.930000,0.098470,13.639887,0.000000,3.818676,4.305862,0.498420,0.000000
6.940000,0.068033,13.609025,0.000000,3.833552,4.342628,0.505479,0.000000
6.950000,0.037820,13.577425,0.000000,3.838962,4.324424,0.501845,0.000000
6.960000,0.007895,13.545807,0.000000,3.853864,4.361328,0.509022,0.000000
6.970000,-0.021788,13.513450,0.000000,3.859331,4.343466,0.505361,0.000000
6.980000,-0.051184,13.481077,0.000000,3.874259,4.380513,0.512661,0.000000
6.990000,-0.080319,13.447967,0.000000,3.879784,4.363003,0.508968,0.000000
7.000000,-0.109167,13.414841,0.000000,3.894740,4.400139,0.516494,0.000000
7.010000,-0.137735,13.380979,0.000000,3.900330,4.382990,0.512918,0.000000
7.020000,-0.166014,13.347101,0.000000,3.915311,4.420170,0.520765,0.000000
7.030000,-0.193993,13.312488,0.000000,3.920971,4.403394,0.517182,0.000000
7.040000,-0.221682,13.277860,0.000000,3.935985,4.440728,0.525091,0.000000
7.050000,-0.249052,13.242499,0.000000,3.941704,4.424335,0.521122,0.000000
7.060000,-0.276135,13.207127,0.000000,3.956762,4.461875,0.528945,0.000000
7.070000,-0.302882,13.171025,0.000000,3.962542,4.445877,0.524917,0.000000
7.080000,-0.329341,13.134913,0.000000,3.977628,4.483434,0.533155,0.000000
7.090000,-0.355442,13.098072,0.000000,3.983492,4.467844,0.529574,0.000000
7.100000,-0.381250,13.061218,0.000000,3.998596,4.505403,0.538326,0.000000
7.110000,-0.406678,13.023638,0.000000,4.004536,4.490236,0.534470,0.000000
7.120000,-0.431813,12.986048,0.000000,4.019689,4.528129,0.542888,0.000000
7.130000,-0.456553,12.947736,0.000000,4.025679,4.513396,0.538142,0.000000
7.140000,-0.481006,12.909421,0.000000,4.040889,4.551546,0.546369,0.000000
7.150000,-0.505046,12.870388,0.000000,4.046953,4.537262,0.542126,0.000000
7.160000,-0.528795,12.831348,0.000000,4.062168,4.575158,0.551548,0.000000
7.170000,-0.552101,12.791593,0.000000,4.068349,4.561340,0.548343,0.000000
7.180000,-0.575104,12.751825,0.000000,4.083574,4.599291,0.558295,0.000000
7.190000,-0.597641,12.711346,0.000000,4.089823,4.585956,0.553628,0.000000
7.200000,-0.619885,12.670862,0.000000,4.105146,4.624723,0.562042,0.000000
7.210000,-0.641658,12.629675,0.000000,4.111413,4.611881,0.555849,0.000000
7.220000,-0.663152,12.588494,0.000000,4.126799,4.650709,0.564558,0.000000
7.230000,-0.684151,12.546616,0.000000,4.133189,4.638382,0.560956,0.000000
7.240000,-0.704844,12.504727,0.000000,4.148505,4.676281,0.572799,0.000000
7.250000,-0.724997,12.462142,0.000000,4.155074,4.664498,0.570566,0.000000
7.260000,-0.744825,12.419537,0.000000,4.170423,4.703055,0.581634,0.000000
7.270000,-0.764102,12.376246,0.000000,4.176984,4.691822,0.574252,0.000000
7.280000,-0.783100,12.332964,0.000000,4.192557,4.732164,0.581136,0.000000
7.290000,-0.801563,12.289007,0.000000,4.199090,4.721488,0.572958,0.000000
7.300000,-0.819757,12.245063,0.000000,4.214649,4.760649,0.583305,0.000000
7.310000,-0.837361,12.200448,0.000000,4.221469,4.750582,0.583243,0.000000
7.320000,-0.854613,12.155803,0.000000,4.236792,4.787678,0.600230,0.000000
7.330000,-0.871198,12.110491,0.000000,4.243853,4.778273,0.598775,0.000000
7.340000,-0.887434,12.065154,0.000000,4.259385,4.818520,0.608801,0.000000
7.350000,-0.903049,12.019165,0.000000,4.266167,4.809707,0.593638,0.000000
7.360000,-0.918450,11.973215,0.000000,4.282157,4.852747,0.596142,0.000000
7.370000,-0.933272,11.926623,0.000000,4.288959,4.844564,0.587952,0.000000
7.380000,-0.947818,11.880040,0.000000,4.304569,4.882230,0.605062,0.000000
7.390000,-0.961627,11.832822,0.000000,4.312085,4.874845,0.615657,0.000000
7.400000,-0.974954,11.785529,0.000000,4.327213,4.910042,0.642041,0.000000
7.410000,-0.987452,11.737614,0.000000,4.334845,4.903504,0.635694,0.000000
7.420000,-0.999619,11.689688,0.000000,4.350865,4.948921,0.636149,0.000000
7.430000,-1.011173,11.641148,0.000000,4.357583,4.942874,0.604936,0.000000
7.440000,-1.022672,11.592697,0.000000,4.374175,4.988805,0.602001,0.000000
7.450000,-1.033546,11.543637,0.000000,4.381427,4.983525,0.604267,0.000000
7.460000,-1.044026,11.494543,0.000000,4.396655,5.014607,0.642516,0.000000
7.470000,-1.053489,11.444881,0.000000,4.405452,5.010825,0.674832,0.000000
7.480000,-1.062196,11.395075,0.000000,4.420156,5.045419,0.710879,0.000000
7.490000,-1.069924,11.344712,0.000000,4.428088,5.042361,0.676978,0.000000
7.500000,-1.077569,11.294414,0.000000,4.445498,5.091555,0.662531,0.000000
7.510000,-1.084607,11.243554,0.000000,4.452713,5.088840,0.631622,0.000000
7.520000,-1.091569,11.192750,0.000000,4.469446,5.135565,0.631294,0.000000
7.530000,-1.097795,11.141383,0.000000,4.477203,5.133786,0.632716,0.000000
7.540000,-1.103605,11.089984,0.000000,4.492621,5.166298,0.672441,0.000000
7.550000,-1.108305,11.038098,0.000000,4.501885,5.166425,0.701205,0.000000
7.560000,-1.112243,10.986109,0.000000,4.516836,5.202887,0.738128,0.000000
7.570000,-1.115113,10.933638,0.000000,4.525284,5.203869,0.703906,0.000000
7.580000,-1.117876,10.881198,0.000000,4.542809,5.255896,0.688924,0.000000
7.590000,-1.119956,10.828230,0.000000,4.550330,5.257135,0.652468,0.000000
7.600000,-1.121999,10.775295,0.000000,4.567314,5.304494,0.655282,0.000000
7.610000,-1.123184,10.721860,0.000000,4.575794,5.306950,0.665159,0.000000
7.620000,-1.123821,10.668379,0.000000,4.591018,5.336490,0.718176,0.000000
7.630000,-1.123153,10.614537,0.000000,4.601217,5.342130,0.749024,0.000000
7.640000,-1.121636,10.560615,0.000000,4.616299,5.382409,0.785482,0.000000
7.650000,-1.118981,10.506285,0.000000,4.625065,5.388180,0.735092,0.000000
7.660000,-1.116357,10.451968,0.000000,4.643305,5.441243,0.717556,0.000000
7.670000,-1.112955,10.397190,0.000000,4.651642,5.447345,0.688059,0.000000
7.680000,-1.109394,10.342399,0.000000,4.668526,5.493669,0.701061,0.000000
7.690000,-1.104799,10.287208,0.000000,4.677846,5.501421,0.710105,0.000000
7.700000,-1.099602,10.231981,0.000000,4.693333,5.534760,0.759923,0.000000
7.710000,-1.093059,10.176499,0.000000,4.703815,5.545848,0.772361,0.000000
7.720000,-1.085811,10.120976,0.000000,4.719629,5.591425,0.800748,0.000000
7.730000,-1.077399,10.065121,0.000000,4.728893,5.602653,0.753772,0.000000
7.740000,-1.068938,10.009227,0.000000,4.746925,5.660118,0.740446,0.000000
7.750000,-1.059583,9.952915,0.000000,4.755714,5.671889,0.709537,0.000000
7.760000,-1.050038,9.896557,0.000000,4.772591,5.714709,0.736449,0.000000
7.770000,-1.039249,9.839956,0.000000,4.783229,5.729312,0.763947,0.000000
7.780000,-1.027573,9.783347,0.000000,4.798158,5.760606,0.826794,0.000000
7.790000,-1.014401,9.726661,0.000000,4.809451,5.779907,0.821926,0.000000
7.800000,-1.000619,9.669931,0.000000,4.826000,5.833805,0.838076,0.000000
7.810000,-0.985679,9.612919,0.000000,4.835519,5.851420,0.776723,0.000000
7.820000,-0.970783,9.555802,0.000000,4.853995,5.910390,0.765803,0.000000
7.830000,-0.954861,9.498370,0.000000,4.863843,5.929080,0.749013,0.000000
7.840000,-0.938511,9.440888,0.000000,4.880210,5.965070,0.794874,0.000000
7.850000,-0.920710,9.383403,0.000000,4.892065,5.987872,0.821992,0.000000
7.860000,-0.901921,9.325958,0.000000,4.907122,6.024247,0.876494,0.000000
7.870000,-0.881665,9.268550,0.000000,4.919253,6.050902,0.864280,0.000000
7.880000,-0.860778,9.211106,0.000000,4.936047,6.105646,0.883737,0.000000
7.890000,-0.838619,9.153530,0.000000,4.946618,6.128696,0.825185,0.000000
7.900000,-0.816368,9.095832,0.000000,4.965172,6.187116,0.819114,0.000000
7.910000,-0.792963,9.037976,0.000000,4.975947,6.209663,0.799088,0.000000
7.920000,-0.769071,8.980105,0.000000,4.992728,6.247354,0.840659,0.000000
7.930000,-0.743707,8.922396,0.000000,5.005254,6.273026,0.858704,0.000000
7.940000,-0.717376,8.864816,0.000000,5.020872,6.310331,0.907688,0.000000
7.950000,-0.689569,8.807448,0.000000,5.033803,6.339086,0.899360,0.000000
7.960000,-0.661010,8.750144,0.000000,5.050623,6.389240,0.927644,0.000000
7.970000,-0.631058,8.692950,0.000000,5.062595,6.415162,0.883348,0.000000
7.980000,-0.600751,8.635723,0.000000,5.080946,6.470505,0.885913,0.000000
7.990000,-0.569175,8.578554,0.000000,5.092716,6.494789,0.858035,0.000000
8.000000,-0.537098,8.521433,0.000000,5.110269,6.536731,0.887320,0.000000
8.010000,-0.503590,8.464610,0.000000,5.123322,6.563028,0.892625,0.000000
8.020000,-0.469190,8.408009,0.000000,5.139743,6.601004,0.935972,0.000000
8.030000,-0.433313,8.351815,0.000000,5.153315,6.629739,0.928504,0.000000
8.040000,-0.396622,8.295821,0.000000,5.170383,6.675343,0.960177,0.000000
8.050000,-0.358495,8.240192,0.000000,5.183590,6.702975,0.930701,0.000000
8.060000,-0.319774,8.184692,0.000000,5.201646,6.752405,0.946113,0.000000
8.070000,-0.279688,8.129537,0.000000,5.214720,6.778604,0.920631,0.000000
8.080000,-0.238982,8.074557,0.000000,5.232629,6.822232,0.944553,0.000000
8.090000,-0.196874,8.020056,0.000000,5.246339,6.849298,0.935375,0.000000
8.100000,-0.153963,7.965857,0.000000,5.263678,6.889644,0.969399,0.000000
8.110000,-0.109619,7.912246,0.000000,5.277811,6.918011,0.957409,0.000000
8.120000,-0.064470,7.858962,0.000000,5.295360,6.960746,0.986800,0.000000
8.130000,-0.017912,7.806284,0.000000,5.309571,6.989149,0.967550,0.000000
8.140000,0.029390,7.753930,0.000000,5.327493,7.032978,0.991521,0.000000
8.150000,0.078071,7.702212,0.000000,5.341819,7.061066,0.972326,0.000000
8.160000,0.127498,7.650857,0.000000,5.359807,7.103506,0.996924,0.000000
8.170000,0.178293,7.600209,0.000000,5.374420,7.026060,1.011511,0.000000
8.180000,0.229462,7.551009,0.000000,5.394875,6.948892,0.890040,0.000000
8.190000,0.280197,7.502699,0.000000,5.410688,6.828910,0.890282,0.000000
8.200000,0.330920,7.456118,0.000000,5.432345,6.748496,0.714136,0.000000
8.210000,0.380786,7.410089,0.000000,5.450500,6.619312,0.686385,0.000000
8.220000,0.430404,7.365742,0.000000,5.473762,6.540418,0.488809,0.000000
8.230000,0.479066,7.321769,0.000000,5.493727,6.406864,0.450490,0.000000
8.240000,0.527383,7.279454,0.000000,5.518965,6.330967,0.236464,0.000000
8.250000,0.574724,7.237353,0.000000,5.540702,6.194841,0.195675,0.000000
8.260000,0.621690,7.196910,0.000000,5.568196,6.120481,-0.033760,0.000000
8.270000,0.667685,7.156528,0.000000,5.591781,5.982615,-0.074311,0.000000
8.280000,0.713298,7.117810,0.000000,5.621657,5.914903,-0.300462,0.000000
8.290000,0.758124,7.079102,0.000000,5.646769,5.801569,-0.318899,0.000000
8.300000,0.802887,7.042058,0.000000,5.677172,5.742235,-0.462648,0.000000
8.310000,0.847449,7.005548,0.000000,5.701458,5.667172,-0.424961,0.000000
8.320000,0.892464,6.970858,0.000000,5.729075,5.617467,-0.412326,0.000000
8.330000,0.938063,6.937793,0.000000,5.756615,5.588925,-0.398048,0.000000
8.340000,0.984381,6.906263,0.000000,5.783134,5.571910,-0.370554,0.000000
8.350000,1.031501,6.876296,0.000000,5.808815,5.563316,-0.336663,0.000000
8.360000,1.079453,6.847889,0.000000,5.833564,5.559937,-0.296277,0.000000
8.370000,1.128239,6.821056,0.000000,5.857375,5.560162,-0.250102,0.000000
8.380000,1.177843,6.795811,0.000000,5.880241,5.562946,-0.198555,0.000000
8.390000,1.228238,6.772171,0.000000,5.902141,5.567573,-0.141847,0.000000
8.400000,1.279393,6.750149,0.000000,5.923052,5.573534,-0.080052,0.000000
8.410000,1.331271,6.729759,0.000000,5.942938,5.580463,-0.013148,0.000000
8.420000,1.383833,6.711012,0.000000,5.961758,5.588088,0.058962,0.000000
8.430000,1.437038,6.693917,0.000000,5.979464,5.596210,0.136438,0.000000
8.440000,1.490847,6.678482,0.000000,5.995997,5.604689,0.219504,0.000000
8.450000,1.545220,6.664712,0.000000,6.011294,5.613351,0.307832,0.000000
8.460000,1.600118,6.652602,0.000000,6.025321,5.622177,0.400994,0.000000
8.470000,1.655503,6.642142,0.000000,6.038101,5.631324,0.497368,0.000000
8.480000,1.711341,6.633303,0.000000,6.049849,5.641485,0.592288,0.000000
8.490000,1.767596,6.626021,0.000000,6.061243,5.654522,0.679159,0.000000
8.500000,1.824250,6.620199,0.000000,6.073240,5.672798,0.755317,0.000000
8.510000,1.881306,6.615764,0.000000,6.085920,5.699749,0.819161,0.000000
8.520000,1.938804,6.612626,0.000000,6.098859,5.735639,0.860451,0.000000
8.530000,1.996765,6.610572,0.000000,6.112411,5.780164,0.886612,0.000000
8.540000,2.055233,6.609486,0.000000,6.125614,5.822877,0.890130,0.000000
8.550000,2.114137,6.609140,0.000000,6.140331,5.880327,0.913650,0.000000
8.560000,2.173642,6.609812,0.000000,6.151611,5.909499,0.853240,0.000000
8.570000,2.233346,6.610517,0.000000,6.170145,5.969794,0.840596,0.000000
8.580000,2.293611,6.612136,0.000000,6.179740,5.918192,0.825061,0.000000
8.590000,2.353328,6.614231,0.000000,6.199036,5.946036,0.766378,0.000000
8.600000,2.413223,6.616870,0.000000,6.208109,5.928107,0.751484,0.000000
8.610000,2.472900,6.619917,0.000000,6.225907,5.956983,0.758293,0.000000
8.620000,2.532807,6.624078,0.000000,6.237175,5.891163,0.814182,0.000000
8.630000,2.592030,6.629501,0.000000,6.254226,5.888273,0.810970,0.000000
8.640000,2.651123,6.635903,0.000000,6.264917,5.862125,0.820836,0.000000
8.650000,2.709885,6.643039,0.000000,6.282836,5.896987,0.800295,0.000000
8.660000,2.768857,6.651021,0.000000,6.292188,5.892644,0.768807,0.000000
8.670000,2.827712,6.659239,0.000000,6.310362,5.936718,0.761568,0.000000
8.680000,2.886850,6.668465,0.000000,6.320675,5.944687,0.767851,0.000000
8.690000,2.945968,6.678367,0.000000,6.336858,5.975384,0.816612,0.000000
8.700000,3.005197,6.689727,0.000000,6.348870,5.929713,0.861746,0.000000
8.710000,3.063801,6.702218,0.000000,6.366351,5.949996,0.842286,0.000000
8.720000,3.122396,6.715554,0.000000,6.375788,5.880029,0.831990,0.000000
8.730000,3.180175,6.729276,0.000000,6.395128,5.897037,0.762048,0.000000
8.740000,3.237925,6.743436,0.000000,6.403988,5.866997,0.750580,0.000000
8.750000,3.295262,6.757957,0.000000,6.421968,5.891929,0.744617,0.000000
8.760000,3.352585,6.773483,0.000000,6.432690,5.885537,0.779042,0.000000
8.770000,3.409624,6.789953,0.000000,6.448521,5.908251,0.833122,0.000000
8.780000,3.466529,6.807894,0.000000,6.460567,5.918617,0.852754,0.000000
8.790000,3.523282,6.826731,0.000000,6.476898,5.964139,0.875542,0.000000
8.800000,3.580123,6.846804,0.000000,6.487118,5.925720,0.852059,0.000000
8.810000,3.636426,6.867149,0.000000,6.506806,5.962470,0.793997,0.000000
8.820000,3.692805,6.888114,0.000000,6.515954,5.902653,0.790854,0.000000
8.830000,3.748416,6.909425,0.000000,6.534568,5.916417,0.750576,0.000000
8.840000,3.803853,6.931411,0.000000,6.544445,5.892033,0.766345,0.000000
8.850000,3.858795,6.954034,0.000000,6.561490,5.912086,0.786726,0.000000
8.860000,3.913480,6.977840,0.000000,6.572874,5.909530,0.817220,0.000000
8.870000,3.967778,7.002553,0.000000,6.589082,5.942105,0.851602,0.000000
8.880000,4.021876,7.028568,0.000000,6.600115,5.903735,0.855957,0.000000
8.890000,4.075306,7.055100,0.000000,6.618886,5.938771,0.807273,0.000000
8.900000,4.128719,7.082287,0.000000,6.627579,5.926516,0.763227,0.000000
8.910000,4.181927,7.109480,0.000000,6.646327,5.882120,0.690181,0.000000
8.920000,4.234461,7.136826,0.000000,6.657758,5.768117,0.748003,0.000000
8.930000,4.285406,7.164892,0.000000,6.675815,5.686171,0.629028,0.000000
8.940000,4.335534,7.192460,0.000000,6.690499,5.556846,0.648663,0.000000
8.950000,4.383987,7.220429,0.000000,6.710346,5.491741,0.477466,0.000000
8.960000,4.431991,7.247526,0.000000,6.725469,5.353465,0.505385,0.000000
8.970000,4.478212,7.275007,0.000000,6.746548,5.293521,0.317976,0.000000
8.980000,4.524144,7.301511,0.000000,6.762573,5.151616,0.345873,0.000000
8.990000,4.568258,7.328341,0.000000,6.784919,5.095370,0.148740,0.000000
9.000000,4.612216,7.354151,0.000000,6.801926,4.951701,0.177360,0.000000
9.010000,4.654339,7.380241,0.000000,6.825575,4.897053,-0.026126,0.000000
9.020000,4.696416,7.405295,0.000000,6.843634,4.752507,0.003303,0.000000
9.030000,4.736653,7.430586,0.000000,6.868595,4.698766,-0.204637,0.000000
9.040000,4.776948,7.454843,0.000000,6.887771,4.554685,-0.174631,0.000000
9.050000,4.815413,7.479296,0.000000,6.914005,4.503216,-0.381704,0.000000
9.060000,4.854030,7.502774,0.000000,6.934403,4.364755,-0.352299,0.000000
9.070000,4.890881,7.526429,0.000000,6.961634,4.313584,-0.548800,0.000000
9.080000,4.927908,7.549228,0.000000,6.982975,4.182563,-0.514152,0.000000
9.090000,4.963215,7.572233,0.000000,7.010837,4.131538,-0.690307,0.000000
9.100000,4.998658,7.594557,0.000000,7.032444,4.009166,-0.641483,0.000000
9.110000,5.032382,7.617167,0.000000,7.060155,3.958793,-0.786936,0.000000
9.120000,5.066128,7.639312,0.000000,7.081113,3.847125,-0.717541,0.000000
9.130000,5.098125,7.661844,0.000000,7.107462,3.795985,-0.801943,0.000000
9.140000,5.129790,7.684262,0.000000,7.126767,3.720723,-0.710823,0.000000
9.150000,5.159835,7.707332,0.000000,7.150166,3.671017,-0.651270,0.000000
9.160000,5.188556,7.731104,0.000000,7.172711,3.637635,-0.583134,0.000000
9.170000,5.215995,7.755688,0.000000,7.193802,3.613766,-0.504431,0.000000
9.180000,5.242141,7.781139,0.000000,7.213973,3.599724,-0.422597,0.000000
9.190000,5.267028,7.807488,0.000000,7.232652,3.588664,-0.333761,0.000000
9.200000,5.290632,7.834725,0.000000,7.250289,3.582635,-0.242041,0.000000
9.210000,5.312963,7.862845,0.000000,7.266568,3.578171,-0.145312,0.000000
9.220000,5.334003,7.891823,0.000000,7.281645,3.575774,-0.044948,0.000000
9.230000,5.353747,7.921639,0.000000,7.295418,3.574295,0.059628,0.000000
9.240000,5.372184,7.952266,0.000000,7.307883,3.573448,0.168332,0.000000
9.250000,5.389305,7.983677,0.000000,7.318990,3.572794,0.281325,0.000000
9.260000,5.405100,8.015847,0.000000,7.328703,3.572033,0.397903,0.000000
9.270000,5.419569,8.048747,0.000000,7.337101,3.571436,0.511244,0.000000
9.280000,5.432774,8.082323,0.000000,7.345146,3.582140,0.595379,0.000000
9.290000,5.445025,8.116506,0.000000,7.354425,3.625077,0.609025,0.000000
9.300000,5.457045,8.151245,0.000000,7.359862,3.618790,0.570973,0.000000
9.310000,5.469180,8.185812,0.000000,7.375748,3.661346,0.592803,0.000000
9.320000,5.480767,8.221046,0.000000,7.381334,3.653406,0.556749,0.000000
9.330000,5.492442,8.256109,0.000000,7.397410,3.694855,0.575197,0.000000
9.340000,5.503569,8.291809,0.000000,7.403131,3.685254,0.541438,0.000000
9.350000,5.514753,8.327338,0.000000,7.419380,3.725464,0.556459,0.000000
9.360000,5.525392,8.363472,0.000000,7.425217,3.714226,0.526548,0.000000
9.370000,5.536045,8.399442,0.000000,7.441541,3.753135,0.538500,0.000000
9.380000,5.546156,8.435984,0.000000,7.447401,3.738538,0.522615,0.000000
9.390000,5.556141,8.472389,0.000000,7.463197,3.776224,0.533578,0.000000
9.400000,5.565591,8.509337,0.000000,7.468482,3.757850,0.508125,0.000000
9.410000,5.575013,8.546068,0.000000,7.484483,3.794214,0.515920,0.000000
9.420000,5.583905,8.583313,0.000000,7.489934,3.773476,0.503152,0.000000
9.430000,5.592639,8.620366,0.000000,7.505543,3.808748,0.509722,0.000000
9.440000,5.600852,8.657905,0.000000,7.510566,3.785270,0.489358,0.000000
9.450000,5.608990,8.695195,0.000000,7.526342,3.819354,0.493347,0.000000
9.460000,5.616610,8.732945,0.000000,7.531506,3.793665,0.486668,0.000000
9.470000,5.624017,8.770468,0.000000,7.546790,3.826949,0.489865,0.000000
9.480000,5.630919,8.808427,0.000000,7.551437,3.799052,0.472390,0.000000
9.490000,5.637729,8.846100,0.000000,7.566946,3.831291,0.473404,0.000000
9.500000,5.644036,8.884185,0.000000,7.571801,3.801747,0.469534,0.000000
9.510000,5.650112,8.922007,0.000000,7.586851,3.833446,0.469791,0.000000
9.520000,5.655700,8.960222,0.000000,7.591231,3.802283,0.455603,0.000000
9.530000,5.661176,8.998123,0.000000,7.606487,3.833132,0.454218,0.000000
9.540000,5.666162,9.036399,0.000000,7.611063,3.800717,0.452918,0.000000
9.550000,5.670908,9.074380,0.000000,7.625870,3.831287,0.450790,0.000000
9.560000,5.675181,9.112719,0.000000,7.629983,3.797715,0.439275,0.000000
9.570000,5.679334,9.150724,0.000000,7.644979,3.827618,0.435964,0.000000
9.580000,5.683011,9.189071,0.000000,7.649278,3.793156,0.436114,0.000000
9.590000,5.686452,9.227098,0.000000,7.663863,3.822986,0.431977,0.000000
9.600000,5.689434,9.265455,0.000000,7.667740,3.787737,0.423062,0.000000
9.610000,5.692290,9.303461,0.000000,7.682473,3.817087,0.418096,0.000000
9.620000,5.694685,9.341785,0.000000,7.686497,3.781233,0.419063,0.000000
9.630000,5.696857,9.379767,0.000000,7.700867,3.810669,0.413144,0.000000
9.640000,5.698585,9.418058,0.000000,7.704518,3.774299,0.406620,0.000000
9.650000,5.700185,9.455985,0.000000,7.718986,3.803432,0.400058,0.000000
