time,throttle,steering
2.840000,1.000000,1.000000
2.850000,0.000000,1.000000
2.860000,1.000000,1.000000
2.870000,1.000000,1.000000
2.880000,1.000000,1.000000
2.890000,0.627922,1.000000
2.900000,0.000000,1.000000
2.910000,0.000000,1.000000
2.920000,0.000000,1.000000
2.930000,0.000000,1.000000
2.940000,0.000000,1.000000
2.950000,0.000000,1.000000
2.960000,0.000000,1.000000
2.970000,0.000000,1.000000
2.980000,0.000000,1.000000
2.990000,0.000000,1.000000
3.000000,0.000000,1.000000
3.010000,0.000000,1.000000
3.020000,0.000000,1.000000
3.030000,0.000000,1.000000
3.040000,0.000000,1.000000
3.050000,0.000000,1.000000
3.060000,0.000000,1.000000
3.070000,0.000000,1.000000
3.080000,0.000000,1.000000
3.090000,0.000000,1.000000
3.100000,0.000000,1.000000
3.110000,0.000000,1.000000
3.120000,0.000000,1.000000
3.130000,0.000000,1.000000
3.140000,0.000000,1.000000
3.150000,0.383085,1.000000
3.160000,0.392352,1.000000
3.170000,0.370499,1.000000
3.180000,0.367284,1.000000
3.190000,0.339629,1.000000
3.200000,0.333097,1.000000
3.210000,0.303395,1.000000
3.220000,0.296061,1.000000
3.230000,0.266228,1.000000
3.240000,0.259419,1.000000
3.250000,0.230465,1.000000
3.260000,0.224829,1.000000
3.270000,0.197276,1.000000
3.280000,0.193045,1.000000
3.290000,0.167142,1.000000
3.300000,0.164096,1.000000
3.310000,0.139123,1.000000
3.320000,0.137797,1.000000
3.330000,0.114153,1.000000
3.340000,0.114258,1.000000
3.350000,0.091441,1.000000
3.360000,0.093229,1.000000
3.370000,0.072234,1.000000
3.380000,0.075144,1.000000
3.390000,0.056247,1.000000
3.400000,0.060603,1.000000
3.410000,0.042875,1.000000
3.420000,0.048707,1.000000
3.430000,0.031993,1.000000
3.440000,0.038797,1.000000
3.450000,0.023422,1.000000
3.460000,0.031025,1.000000
3.470000,0.016757,1.000000
3.480000,0.025150,1.000000
3.490000,0.011678,1.000000
3.500000,0.020682,1.000000
3.510000,0.008019,1.000000
