time,throttle,steering
3.520000,0.017440,1.000000
3.530000,0.005564,1.000000
3.540000,0.015327,1.000000
3.550000,0.004077,1.000000
3.560000,0.014110,1.000000
3.570000,0.003402,1.000000
3.580000,0.013598,1.000000
3.590000,0.003409,1.000000
3.600000,0.013697,1.000000
3.610000,0.003967,1.000000
3.620000,0.014302,1.000000
3.630000,0.004965,1.000000
3.640000,0.015298,1.000000
3.650000,0.006321,1.000000
3.660000,0.016609,1.000000
3.670000,0.007961,1.000000
3.680000,0.018174,1.000000
3.690000,0.009820,1.000000
3.700000,0.019936,1.000000
3.710000,0.011850,1.000000
3.720000,0.021846,1.000000
3.730000,0.014006,1.000000
